adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,date,year,month,movieId,latent_vec_0,latent_vec_1,bias,latent_vec_nobias_0,latent_vec_nobias_1,latent_vec_nobias_2,latent_vec_nobias_3
False,,70000000,"[{'id': 53, 'name': 'Thriller'}]",,11258,tt0120696,en,Hard Rain,"Get swept up in the action as an armored car driver (Christian Slater) tries to elude a gang of thieves (led by Morgan Freeman) while a flood ravages the countryside. Hard Rain is ""a wild, thrilling, chilling action ride"" filled with close calls, uncertain loyalties and heart-stopping heroics.",6.363405,/sERY2UzVUAgJfnuePKJOiIY8MpS.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Toho-Towa', 'id': 657}, {'name': 'Mutual Film Company', 'id': 762}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Marubeni', 'id': 4650}, {'name': 'Tele München Fernseh Produktionsgesellschaft (TMG)', 'id': 7237}, {'name': 'UGC PH', 'id': 23932}, {'name': 'British Broadcasting Corporation (BBC) Television', 'id': 48136}, {'name': 'Stargate Studios', 'id': 55474}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-01-16,19870567.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"In the worst storm in living memory, one guard stands between five men and three million dollars.",Hard Rain,False,5.5,181.0,1998-01-16,1998.0,1.0,1752,-1.34789780875239,1.4207292869010089,-0.6204031066123622,-2.0598575028321537,-0.24523277721186032,0.1076014449716805,-1.6006723663295404
False,,8000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,9490,tt0120693,en,Half Baked,"Three lovable party buds try to bail their friend out of jail. But just when the guys have mastered a plan, everything comes dangerously close to going up in smoke.",7.022548,/wSCuqYd2MXxhRE98cTH9Gz7DCGD.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-01-16,17460020.0,82.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'tr', 'name': 'Türkçe'}]",Released,They'll do anything to save their best bud.,Half Baked,False,6.4,179.0,1998-01-16,1998.0,1.0,1753,-2.6255709059082686,-1.015255834520525,-0.10343749431266674,-0.5927034578595317,1.5587890304979244,-1.6202530465597675,-1.9554721310074195
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,9411,tt0119099,en,Fallen,"Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution the killings start again, and they are very similar to Reese's style.",6.3816120000000005,/v66GrbKcl1babq8BebUff0MI3m4.jpg,"[{'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Turner Pictures (I)', 'id': 6189}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-01-16,25232289.0,124.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Detective John Hobbes is searching for a criminal he's already met... already caught... and already killed,Fallen,False,6.6,346.0,1998-01-16,1998.0,1.0,1754,-0.8710108645230398,0.4500342645197085,0.1389580723678475,0.08399738533164705,-0.7586032485520244,-1.3282234641376836,-1.6447657926624784
False,,25000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",,6116,tt0120185,en,Spice World,"The film follows the Spice Girls and their entourage (mostly fictional characters) - manager Clifford, his assistant Deborah, filmmaker Piers (who is trying to shoot a documentary on ""the real Spice Girls"") and others in their everyday life.",4.257516000000001,/vcFop91huEWlGh8c1qoehfTZ8OJ.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1997-12-19,100000000.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You say you want a revolution?,Spice World,False,4.7,124.0,1997-12-19,1997.0,12.0,1760,-0.8749965576754496,0.6079574312663961,-1.4897436241118325,-4.353320514562275,2.687689591061707,2.981711598964272,-1.277958597255868
False,,45000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,9457,tt0118956,en,Deep Rising,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who have taken over the ship first.",6.922458,/hJ1Zhz6MMAHgeSlf7UBCHZKm0QM.jpg,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Cinergi Pictures Entertainment', 'id': 1504}, {'name': 'Calimari Productions', 'id': 45518}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-01-30,11203026.0,106.0,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Full Scream Ahead,Deep Rising,False,6.0,155.0,1998-01-30,1998.0,1.0,1762,-1.3285288504226531,1.0973855163079114,-0.42609926384618585,-2.2203618865192443,-0.05095525599659401,-0.3177983639297076,-1.5581612228680737
False,,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,11702,tt0120008,en,The Replacement Killers,"Hired assassin John Lee is asked by Chinatown crime boss Terence Wei to murder the young son of policeman Stan Zedkov. Lee has the boy in his sights, but his conscience gets the better of him, and he spares the child's life. Afraid that Wei will take revenge on his family in China, Lee seeks out expert forger Meg Coburn to obtain the passport he needs to get out of the country, but a band of replacement killers is soon on his trail.",9.384886999999999,/w3a8vGtEyCPypK1muKOO6h1VLAY.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-02-06,19204929.0,87.0,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Kill or be replaced.,The Replacement Killers,False,6.0,128.0,1998-02-06,1998.0,2.0,1769,-0.9222277482762066,0.30707813294447966,-0.36598947796874054,-0.8468611052160837,0.5912756184888004,-1.3269979354277555,-1.9058742611319606
False,"{'id': 112636, 'name': 'The Blues Brothers Collection', 'poster_path': '/pQf9LzCokihzlLmgQlPG7yBpZ1o.jpg', 'backdrop_path': '/i4Jai1IlkbOWd8eNFM0S1lupyLt.jpg'}",28000000,"[{'id': 10402, 'name': 'Music'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,11568,tt0118747,en,Blues Brothers 2000,"Elwood, the now lone ""Blues Brother"" finally released from prison, is once again enlisted by Sister Mary Stigmata in her latest crusade to raise funds for a children's hospital. Once again hitting the road to re-unite the band and win the big prize at the New Orleans Battle of the Bands, Elwood is pursued cross-country by the cops, led by Cabel the Curtis' son",13.162168,/87FRtfvpH6nGhGRIDymcNGn6duK.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-02-05,14051384.0,123.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,Blues Brothers 2000,False,5.2,166.0,1998-02-05,1998.0,2.0,1772,-2.106670514137147,0.9321331319789802,-0.8,-2.351891443193479,1.0256191669647017,1.0560593465706745,-1.7646091816299956
False,,18000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",,11003,tt0120888,en,The Wedding Singer,"Robbie, a local rock star turned wedding singer, is dumped on the day of his wedding. Meanwhile, waitress Julia finally sets a wedding date with her fiancée Glenn. When Julia and Robbie meet and hit it off, they find that things are more complicated than anybody thought.",8.884035,/t4M6RrwBQKTqbnG9vqG339G7FCC.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Robert Simonds Productions', 'id': 3929}, {'name': 'Juno Pix', 'id': 4286}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-02-13,123306987.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He's gonna party like it's 1985.,The Wedding Singer,False,6.5,603.0,1998-02-13,1998.0,2.0,1777,0.6325216968850599,0.8634014557974689,0.0,0.1493804192713557,-1.0742708853591456,-0.6396636036658017,-1.769120069880744
False,,75000000,"[{'id': 878, 'name': 'Science Fiction'}]",http://www.warnerbros.com/movies/home-entertainment/sphere/7bdffe73-2a0e-4e7a-98e7-cee4d723e0b3.html,10153,tt0120184,en,Sphere,"The OSSA discovers a spacecraft thought to be at least 300 years old at the bottom of the ocean. Immediately following the discovery, they decide to send a team down to the depths of the ocean to study the space craft.They are the best of best, smart and logical, and the perfect choice to learn more about the spacecraft.",7.124735,/jrjzPjKnpJq99GPePKf64k7Fzqh.jpg,"[{'name': 'Punch Productions', 'id': 2154}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Baltimore Pictures', 'id': 11407}, {'name': 'Constant c Productions', 'id': 23370}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-02-13,13100000.0,134.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"A thousand feet beneath the sea, the blackest holes are in the mind...",Sphere,False,5.8,483.0,1998-02-13,1998.0,2.0,1779,-1.631401686322684,0.7810425436491805,-0.4000000000000001,-1.8826001368025125,0.2151144401623173,-0.6804319169395678,-1.488436814213653
False,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}]",,30949,tt0120782,en,Palmetto,A recently released ex-con gets involved in a fake kidnapping scheme that turns very real.,4.4751769999999995,/nwPZzUywExiwOZ8zyKrqGyoguuX.jpg,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Rialto Films', 'id': 8658}, {'name': 'Code Entertainment', 'id': 14589}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-02-20,0.0,114.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,"In a town this bad, it's hard to be good...",Palmetto,False,5.7,29.0,1998-02-20,1998.0,2.0,1783,-1.8462189147479031,0.06249785318899634,-0.15355450550575406,-1.202627146050259,0.3443810316211028,0.14424658239490518,-1.6150245461709352
False,,50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,2898,tt0119822,en,As Good as It Gets,"New York City. Melvin Udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist Simon is hospitalized and his dog is entrusted to Melvin. In addition, Carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.",9.374049000000001,/q2645aW8vgg1g7RL5lil6K93yaA.jpg,"[{'name': 'Gracie Films', 'id': 18}, {'name': 'TriStar Pictures', 'id': 559}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-12-19,314178011.0,139.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A comedy from the heart that goes for the throat.,As Good as It Gets,False,7.2,946.0,1997-12-19,1997.0,12.0,1784,1.1375497484529196,0.14205789903197175,0.4,2.1097806268844037,-1.809138082866546,0.5553587761927749,-1.4786621196051306
False,,1000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,9558,tt0099939,en,King of New York,A former drug lord returns from prison determined to wipe out all his competition and distribute the profits of his operations to New York's poor and lower classes in this stylish and ultra violent modern twist on Robin Hood.,11.230031,/2KU2fz0XvIjV6YTuPts2w86zgXu.jpg,"[{'name': 'The Rank Organisation', 'id': 364}, {'name': 'Reteitalia', 'id': 1242}, {'name': 'Seven Arts Pictures', 'id': 14159}, {'name': 'Carolco Pictures', 'id': 14723}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-07-18,2554476.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Not everyone who runs a city is elected.,King of New York,False,6.5,130.0,1990-07-18,1990.0,7.0,1785,-1.0209494790930598,-1.2172592862550027,-0.04202254953240628,0.5887616804515189,0.7998930122431918,0.016843207352761125,-1.5540991834350106
False,"{'id': 134011, 'name': 'The Fugitive / U.S. Marshals Collection', 'poster_path': '/idhUzfuEC24PTYhkWasivjoA3O0.jpg', 'backdrop_path': '/9xbrJQoHkTgkXY8oDsTmND0FiEX.jpg'}",60000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",,11808,tt0120873,en,U.S. Marshals,"U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer.",8.462363999999999,/3uixF2pHa0whTKcYmenDrArX0II.jpg,"[{'name': 'Kopelson Entertainment', 'id': 824}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-03-06,102367405.0,131.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The cop who won't stop is back. But this time he's chasing down a lot more than a fugitive.,U.S. Marshals,False,6.2,383.0,1998-03-06,1998.0,3.0,1792,-0.4696151652441333,1.7431475533666958,-0.3608117132359412,-1.018425042688735,-1.8710166207831576,-0.7093909654675047,-1.613480055522722
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",,47452,tt0119574,en,Love and Death on Long Island,"Giles De'Ath is a widower who doesn't like anything modern. He goes to movies and falls in love with film star, Ronnie Bostock. He then investigates everything about the movie and Ronnie. After that he travels to Long Island city where Ronnie lives and meets him, pretending that Ronnie is a great actor and that's why Giles admires him.",0.785094,/ajcYe8jGil6NSyUQ6KkMIcNUXBI.jpg,"[{'name': 'Arts Council of England', 'id': 718}, {'name': 'British Broadcasting Corporation (BBC)', 'id': 3324}, {'name': 'British Screen Productions', 'id': 20777}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1997-01-01,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Love and Death on Long Island,False,6.9,11.0,1997-01-01,1997.0,1.0,1794,-0.49602806379977465,-2.1243009554221657,0.031547500450352234,0.6741935755598143,0.8557319641811507,-0.0527720070623261,-1.3083355596845947
False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 99, 'name': 'Documentary'}]",,21736,tt0120661,en,Everest,"An international team of climbers ascends Mt. Everest in the spring of 1996. The film depicts their lengthy preparations for the climb, their trek to the summit, and their successful return to Base Camp. It also shows many of the challenges the group faced, including avalanches, lack of oxygen, treacherous ice walls, and a deadly blizzard.",2.096835,/4qpRLxlRzgm8UOQ1n9DxeWycLLY.jpg,"[{'name': 'MacGillivray Freeman Films', 'id': 2753}, {'name': 'IMAX', 'id': 3447}, {'name': 'Arcturus Motion Pictures', 'id': 4157}, {'name': 'Polartec', 'id': 4158}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-03-06,76447420.0,44.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Towering above everything you have seen before.,Everest,False,6.3,20.0,1998-03-06,1998.0,3.0,1797,1.040853475526959,-0.11518663952316625,0.44160240826840225,1.9078217549976468,-0.42692460476819827,-0.13576218518134842,-1.9765576944504821
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,10668,tt0120241,en,Suicide Kings,"Christopher Walken shines in this cult-favorite dark comedy as Charlie, a former mobster who is abducted by five privileged young men (Sean Patrick Flanery, Johnny Galecki, Jay Mohr, Jeremy Sisto, Henry Thomas) desperate to raise a $2 million ransom to save the sister of a friend. As Charlie plays mind games, however, his captors splinter -- each wondering whether one of their own had a hand in the crime.",9.262719,/c9T1jNEik3PjAQI70hx6Kwt6N0p.jpg,"[{'name': 'Live Entertainment', 'id': 285}, {'name': 'Mediaworks', 'id': 12451}, {'name': 'Dinamo Entertainment', 'id': 40675}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-09-06,0.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Suicide Kings,False,6.7,86.0,1997-09-06,1997.0,9.0,1799,-0.448139077350595,-0.034516251213479676,0.006244988286243647,0.46158359728186793,0.25895166305297845,-2.2794997731944937,-1.9039942233299303
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",,9313,tt0120744,en,The Man in the Iron Mask,"Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe.",7.960605,/mNbLk9qdBMnzBFWBrjy3Nuw9Ovi.jpg,"[{'name': 'United Artists Corporation', 'id': 8213}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-03-12,0.0,132.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,For the honor of a king. And the destiny of a country. All for one.,The Man in the Iron Mask,False,6.3,1052.0,1998-03-12,1998.0,3.0,1801,-0.19838019433445533,1.7464261913897867,-0.4,-1.1192878217569908,-1.79050933003777,-0.24196099952156513,-1.5520145637256257
False,"{'id': 33059, 'name': 'Wild Things Collection', 'poster_path': '/1sM0cvLaVPHAoAHvC3QERk6g4mB.jpg', 'backdrop_path': '/uE47SwTt7uHyVwpMzcCQ92Q7FsQ.jpg'}",20000000,"[{'id': 53, 'name': 'Thriller'}]",,617,tt0120890,en,Wild Things,"When teen-socialite Kelly Van Ryan (Richards) and troubled bad girl Suzie Toller (Campbell) accuse guidance counselor Sam Lombardo (Dillon) of rape, he's suspended by the school, rejected by the town, and fighting to get his life back. One cop (Bacon) suspects conspiracy, but nothing is what it seems...",13.924623,/dI9iYo1cL81yzJkBVyNGipjSvy0.jpg,"[{'name': 'Mandalay Entertainment', 'id': 1236}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-03-20,67200000.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They're dying to play with you.,Wild Things,False,6.3,454.0,1998-03-20,1998.0,3.0,1805,-0.4294654269483735,0.43790844688945285,-0.3316005609692144,-0.5010424346719382,0.004277839903394365,-1.0544856592020866,-1.6260925651048899
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,36568,tt0125454,en,Paulie,"Paulie, an intelligent parrot who actually talks, relates the story of his struggle to a Russian immigrant who works as a janitor at the research institute where he is housed and neglected. Paulie's story begins many years earlier when he is given as a gift to a little girl who stutters. Eventually, he teaches the girl to speak correctly but is taken away by her father because he believes the girl cannot distinguish fantasy from reality because she believes the bird can talk. Paulie goes through a series of adventures with a pawn shop owner, an aging widow, a Mexican-American troubadour and a would be thief before being taken to the institute where he now lives",3.913118,/lAxYiGccdBgfMGwbJYzR9o3yabu.jpg,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Mutual Film Company', 'id': 762}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-04-17,0.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,The Bird is the Word,Paulie,False,6.0,83.0,1998-04-17,1998.0,4.0,1806,0.5895130959254914,1.4836540672600385,-0.6171238755814057,-1.7171511933194366,-0.748389273243787,0.558176527998584,-1.9134054194267969
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,5910,tt0119250,ja,はなび,"A police officer leaves the force in the face of harrowing personal and professional difficulties. Spiraling into a depression, he makes questionable decisions.",5.044722,/n0aDY2SIASdgh4g1FJYSH3IUYzz.jpg,"[{'name': 'Bandai Visual Company', 'id': 528}, {'name': 'Office Kitano', 'id': 567}, {'name': 'TV Tokyo', 'id': 3034}, {'name': 'Tokyo FM Broadcasting Co.', 'id': 6516}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1997-09-03,0.0,103.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Fireworks,False,7.6,118.0,1997-09-03,1997.0,9.0,1809,-0.8580606142785463,-3.073818147953432,0.16773847903590935,2.0309060727272215,1.2555533384096713,-0.2578181496973144,-1.4049655892112765
False,,65000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,9440,tt0119942,en,Primary Colors,"In this adaptation of the best-selling roman à clef about Bill Clinton's 1992 run for the White House, the young and gifted Henry Burton is tapped to oversee the presidential campaign of Governor Jack Stanton. Burton is pulled into the politician's colorful world and looks on as Stanton -- who has a wandering eye that could be his downfall -- contends with his ambitious wife, Susan, and an outspoken adviser, Richard Jemmons.",8.455425,/6ojWGOU5BcjZHDOwBOtxDhTWxJf.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Mutual Film Company', 'id': 762}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-03-20,0.0,143.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What went down on the way to the top.,Primary Colors,False,6.1,97.0,1998-03-20,1998.0,3.0,1810,-0.14524044696053118,-0.5766418412742405,0.23677540656713156,0.8154619144137019,0.3330328091996563,0.4551890688722251,-1.7627931441427376
False,,15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,17127,tt0120772,en,The Object of My Affection,"A pregnant New York social worker begins to develop romantic feelings for her gay best friend, and decides she'd rather raise her child with him, much to the dismay of her overbearing boyfriend.",6.715856,/hWlk1coVc7HdHE1CaSthaTpXt6e.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-04-17,46905889.0,111.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Sometimes The Most Desirable Relationship Is The One You Can't Have,The Object of My Affection,False,5.6,75.0,1998-04-17,1998.0,4.0,1821,-0.2715371015022078,0.7639870371543351,-0.3220762250237418,-0.5289702489452237,-0.4971703855359372,1.1789220183070053,-1.8056158567603942
False,,0,"[{'id': 99, 'name': 'Documentary'}]",http://dogeatdog.michaelmoore.com/tbo.html,1774,tt0124295,en,The Big One,"The Big One is an investigative documentary from director Michael Moore who goes around the country asking why big American corporations produce their product abroad where labor is cheaper while so many Americans are unemployed, losing their jobs, and would happily be hired by such companies as Nike.",2.238505,/aFLY07Lf4lCLj8sN5LUp5jyZyRj.jpg,"[{'name': 'British Broadcasting Corporation (BBC)', 'id': 3324}, {'name': 'Dog Eat Dog Films', 'id': 26137}, {'name': 'Mayfair Entertainment International', 'id': 34237}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-09-06,720074.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Big One,False,6.2,24.0,1997-09-06,1997.0,9.0,1827,-0.1542363641863368,-1.6634045896222036,0.2005226968752041,1.7746334583105012,0.19555204662845455,0.2744700019361228,-1.8101344136546746
False,,80000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",,2157,tt0120738,en,Lost in Space,"The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.",12.000579,/kkBDPkUnYwAkWbYY2bnyf5ANObA.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Irwin Allen Productions', 'id': 14024}, {'name': 'Prelude Pictures', 'id': 19902}, {'name': 'Saltire Entertainment', 'id': 30253}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-04-03,136159423.0,130.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Danger, Will Robinson!",Lost in Space,False,5.0,395.0,1998-04-03,1998.0,4.0,1831,-0.9896411943841451,1.8380586524838705,-0.8,-2.769534737965663,-0.19595613624078645,-0.9061725442136671,-1.6815478511560953
False,,60000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,8838,tt0120749,en,Mercury Rising,"Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code.",6.644644,/2vEQLyrH0uKgjvLzYmYc9coNrgI.jpg,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-04-03,0.0,111.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Someone knows too much.,Mercury Rising,False,6.0,374.0,1998-04-03,1998.0,4.0,1833,-1.0745895344066136,1.5571584590400394,-0.4438654591236174,-1.5185931671782398,-1.245813940001085,-0.2608288077125174,-1.6186754962826757
False,,10000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,29193,tt0120176,en,The Spanish Prisoner,An employee of a corporation with a lucrative secret process is tempted to betray it. But there's more to it than that.,4.305734999999999,/cwkWlWfFrvH6WW6ovX5gfGHo7ks.jpg,"[{'name': 'Jean Doumanian Productions', 'id': 16280}, {'name': 'Sweetland Films', 'id': 21716}, {'name': 'Magnolia Films', 'id': 65514}, {'name': 'Jasmine Productions Inc.', 'id': 65515}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-09-08,13835130.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's the oldest con in the book.,The Spanish Prisoner,False,7.1,74.0,1997-09-08,1997.0,9.0,1834,0.2017804510539183,-1.376556722167613,0.4078511390015398,1.7056691286019319,0.8398852031429357,-0.764224385554495,-1.633947779070987
